experience,test_score,interview_score,salary
2,10,4,123000
2,7,7,123000
2,8,7,123000
2,9,8,123000
2,9,10,123000
2,7,9,123000
2,9,9,124000
2,8,8,124000
2,10,8,124000
2,10,7,124000
2,9,9,124000
2,9,8,124000
2,8,10,124000
2,9,9,124000
2,8,10,124000
2,8,8,124000
2,10,8,124000
2,9,7,124000
2,10,8,125000
2,10,8,125000
2,8,7,125000
2,9,8,125000
2,8,8,125000
2,9,9,125000
2,10,9,126000
2,6,10,126000
2,10,8,127000
2,9,7,127000
2,10,10,127000
2,5,10,127000
2,5,10,128000
2,8,9,128000
2,10,9,128000
2,9,9,129000
2,8,8,130000
2,9,8,130000
2,8,10,131000
2,10,10,131000
2,5,8,131000
2,7,10,131000
2,9,9,132000
2,9,9,132000
2,7,10,133000
2,8,8,133000
2,10,10,133000
2,9,8,133000
2,10,9,134000
2,10,8,134000
2,9,9,134000
2,6,10,134000
2,9,9,134000
2,9,10,135000
2,10,5,136000
2,10,10,137000
2,9,10,137000
2,8,10,138000
2,10,10,139000
2,8,8,139000
2,10,10,140000
2,10,10,140000
2,10,10,140000
2,10,10,140000
2,6,10,141000
2,8,10,143000
2,7,10,144000
2,9,9,144000
2,9,10,145000
2,8,9,146000
2,7,10,146000
2,10,9,146000
2,9,8,146000
2,8,10,155000
2,10,10,162000
2,10,10,165000
3,1,3,50000
3,1,7,50000
3,7,2,50000
3,5,3,50000
3,7,2,50000
3,2,3,50000
3,5,4,50000
3,5,2,50000
3,4,1,50000
3,3,3,50000
3,4,2,50000
3,2,3,50000
3,1,2,50000
3,8,2,50000
3,1,5,50000
3,3,3,50000
3,5,3,51000
3,5,6,51000
3,4,6,52000
3,5,5,52000
3,5,2,52000
3,4,8,53000
3,9,3,54000
3,1,5,54000
3,5,5,54000
3,7,4,56000
3,1,7,56000
3,8,2,57000
3,8,2,57000
3,4,4,57000
3,4,6,57000
3,7,2,58000
3,5,6,58000
3,6,5,58000
3,5,4,58000
3,1,6,59000
3,8,2,59000
3,5,4,60000
3,1,8,60000
3,4,2,61000
3,6,6,61000
3,6,5,62000
3,3,2,62000
3,5,1,62000
3,8,1,62000
3,4,6,62000
3,4,4,62000
3,8,5,63000
3,8,2,63000
3,4,6,64000
3,7,1,64000
3,7,3,64000
3,5,5,65000
3,6,2,65000
3,7,2,65000
3,3,6,65000
3,4,3,66000
3,3,8,66000
3,5,1,66000
3,7,5,67000
3,2,7,67000
3,1,8,67000
3,3,5,67000
3,1,7,68000
3,3,9,69000
3,3,5,69000
3,2,7,69000
3,3,8,69000
3,1,8,70000
3,6,4,70000
3,6,1,70000
3,5,3,70000
3,6,3,70000
3,5,5,70000
3,8,4,70000
3,7,2,70000
3,9,4,71000
3,8,4,71000
3,6,4,71000
3,7,7,72000
3,8,6,72000
3,5,4,72000
3,3,4,72000
3,1,5,72000
3,8,5,72000
3,4,7,72000
3,1,10,72000
3,3,2,73000
3,7,4,73000
3,5,3,73000
3,10,2,73000
3,5,8,73000
3,6,3,73000
3,1,9,73000
3,3,3,73000
3,3,7,73000
3,6,1,73000
3,5,6,74000
3,8,3,74000
3,10,1,74000
3,4,5,74000
3,6,2,74000
3,5,5,74000
3,6,2,74000
3,6,3,74000
3,6,9,75000
3,4,6,75000
3,4,5,75000
3,4,6,75000
3,3,5,75000
3,8,8,75000
3,8,4,75000
3,5,5,75000
3,8,5,75000
3,5,4,75000
3,5,7,76000
3,4,8,76000
3,9,4,76000
3,4,7,76000
3,8,8,76000
3,5,6,76000
3,4,8,76000
3,7,4,76000
3,9,5,76000
3,4,7,76000
3,9,3,76000
3,8,2,76000
3,6,6,76000
3,4,4,76000
3,5,10,77000
3,7,5,77000
3,8,9,77000
3,3,7,77000
3,8,2,77000
3,5,3,77000
3,7,6,77000
3,3,4,77000
3,5,6,78000
3,7,4,78000
3,10,3,78000
3,5,9,79000
3,7,6,79000
3,3,10,79000
3,7,5,79000
3,6,7,79000
3,6,6,79000
3,4,7,79000
3,2,4,79000
3,9,4,79000
3,5,5,79000
3,7,2,79000
3,5,7,79000
3,7,4,79000
3,3,10,79000
3,4,9,80000
3,4,4,80000
3,5,10,80000
3,8,3,80000
3,4,7,81000
3,5,5,81000
3,2,9,81000
3,2,10,81000
3,7,3,81000
3,7,3,81000
3,6,6,81000
3,6,6,81000
3,6,5,81000
3,8,2,81000
3,7,6,81000
3,2,7,81000
3,10,4,81000
3,6,6,82000
3,5,8,82000
3,5,8,82000
3,4,5,82000
3,6,5,82000
3,8,6,82000
3,3,8,82000
3,9,2,82000
3,5,2,82000
3,6,5,82000
3,7,4,82000
3,6,6,82000
3,3,9,82000
3,9,5,83000
3,10,3,83000
3,8,7,83000
3,4,9,83000
3,4,4,83000
3,9,4,83000
3,10,4,83000
3,5,7,83000
3,3,6,83000
3,10,4,83000
3,4,8,83000
3,5,6,84000
3,5,7,84000
3,9,3,84000
3,3,10,84000
3,6,6,84000
3,4,8,84000
3,8,5,84000
3,3,9,85000
3,8,7,85000
3,8,7,85000
3,5,8,85000
3,6,6,85000
3,7,2,86000
3,8,6,86000
3,10,6,86000
3,6,7,86000
3,6,8,86000
3,6,3,86000
3,6,6,86000
3,7,8,86000
3,6,8,86000
3,6,6,86000
3,6,7,86000
3,6,4,87000
3,6,7,87000
3,6,5,87000
3,4,9,87000
3,9,3,87000
3,5,9,87000
3,2,9,87000
3,3,8,87000
3,4,3,87000
3,5,7,87000
3,10,4,87000
3,8,5,88000
3,5,5,88000
3,4,10,88000
3,5,5,88000
3,6,8,88000
3,6,6,88000
3,7,6,88000
3,6,7,88000
3,9,8,88000
3,9,6,88000
3,6,9,88000
3,6,7,88000
3,7,5,88000
3,4,9,88000
3,6,9,88000
3,8,7,89000
3,10,5,89000
3,4,6,89000
3,5,4,89000
3,5,8,89000
3,7,7,89000
3,7,1,89000
3,2,8,89000
3,9,4,89000
3,7,7,89000
3,8,5,89000
3,5,9,89000
3,5,8,89000
3,8,6,89000
3,5,5,90000
3,2,9,90000
3,6,7,90000
3,7,7,90000
3,6,7,90000
3,3,10,90000
3,7,4,90000
3,5,7,90000
3,8,10,90000
3,9,7,90000
3,7,6,90000
3,3,9,91000
3,8,7,91000
3,4,10,91000
3,9,5,91000
3,6,7,91000
3,8,3,91000
3,9,3,91000
3,6,5,91000
3,6,9,91000
3,8,5,92000
3,7,5,92000
3,8,4,92000
3,10,2,92000
3,9,2,92000
3,9,5,92000
3,7,5,92000
3,7,7,92000
3,8,4,92000
3,7,7,92000
3,4,8,92000
3,6,9,93000
3,10,6,93000
3,6,7,93000
3,2,8,93000
3,8,5,93000
3,3,9,93000
3,6,4,93000
3,6,6,93000
3,7,4,93000
3,5,7,93000
3,6,8,94000
3,5,5,94000
3,7,6,94000
3,8,6,94000
3,6,8,94000
3,6,8,94000
3,6,8,94000
3,8,2,94000
3,5,9,94000
3,7,8,94000
3,10,5,94000
3,6,7,94000
3,8,5,94000
3,9,6,94000
3,2,8,94000
3,7,6,94000
3,10,6,95000
3,7,8,95000
3,7,7,95000
3,5,9,95000
3,2,9,95000
3,2,9,95000
3,7,6,95000
3,9,8,95000
3,6,7,95000
3,10,6,96000
3,7,9,96000
3,6,7,96000
3,7,5,96000
3,7,8,96000
3,5,9,96000
3,5,9,96000
3,9,5,96000
3,7,10,96000
3,8,6,96000
3,9,3,96000
3,8,8,96000
3,6,9,96000
3,9,6,97000
3,10,8,97000
3,8,5,97000
3,5,8,97000
3,10,4,97000
3,10,4,97000
3,6,9,97000
3,5,8,97000
3,7,10,97000
3,8,9,97000
3,1,10,97000
3,5,6,97000
3,7,6,98000
3,10,5,98000
3,3,9,98000
3,7,7,98000
3,7,8,98000
3,2,10,98000
3,6,7,98000
3,9,8,98000
3,10,7,98000
3,7,7,98000
3,8,5,98000
3,7,8,98000
3,3,8,99000
3,7,4,99000
3,4,10,99000
3,5,9,99000
3,7,8,99000
3,8,6,99000
3,10,10,99000
3,10,4,99000
3,9,6,99000
3,5,8,99000
3,9,3,99000
3,4,9,99000
3,8,4,99000
3,10,7,99000
3,5,9,99000
3,5,10,99000
3,9,4,99000
3,6,8,99000
3,8,5,100000
3,7,7,100000
3,3,9,100000
3,6,7,100000
3,7,10,100000
3,3,8,100000
3,6,10,100000
3,6,10,100000
3,7,7,100000
3,9,6,100000
3,8,5,100000
3,7,5,100000
3,7,6,100000
3,10,6,100000
3,3,9,100000
3,4,8,100000
3,7,4,100000
3,7,4,100000
3,7,8,100000
3,1,8,101000
3,7,8,101000
3,6,10,101000
3,8,7,101000
3,8,2,101000
3,10,8,101000
3,6,8,101000
3,4,8,101000
3,8,10,101000
3,10,3,101000
3,4,6,101000
3,8,9,101000
3,8,10,101000
3,8,9,102000
3,6,7,102000
3,9,3,102000
3,7,7,102000
3,9,6,102000
3,8,6,102000
3,5,10,102000
3,9,6,102000
3,6,8,102000
3,8,9,102000
3,4,5,102000
3,7,7,102000
3,6,9,102000
3,5,8,102000
3,5,8,102000
3,5,8,102000
3,7,7,102000
3,6,9,103000
3,9,4,103000
3,9,6,103000
3,8,1,103000
3,5,7,103000
3,3,9,103000
3,8,5,103000
3,6,5,103000
3,7,8,103000
3,7,4,103000
3,7,6,103000
3,10,7,103000
3,5,8,103000
3,10,8,103000
3,8,8,104000
3,1,9,104000
3,3,9,104000
3,8,5,104000
3,4,10,104000
3,6,7,104000
3,7,8,104000
3,7,7,104000
3,6,7,104000
3,7,9,104000
3,5,9,104000
3,4,6,104000
3,2,8,105000
3,8,6,105000
3,10,9,105000
3,4,10,105000
3,4,9,105000
3,9,4,105000
3,6,8,105000
3,8,6,105000
3,7,8,105000
3,3,10,105000
3,8,4,105000
3,10,9,105000
3,4,8,105000
3,7,7,106000
3,10,3,106000
3,6,10,106000
3,7,5,106000
3,6,9,106000
3,9,8,106000
3,5,9,106000
3,5,8,106000
3,7,5,106000
3,9,6,106000
3,9,7,106000
3,6,7,106000
3,5,8,107000
3,4,9,107000
3,6,7,107000
3,9,8,107000
3,6,7,107000
3,10,8,107000
3,8,5,107000
3,4,10,107000
3,4,10,107000
3,6,9,107000
3,4,10,107000
3,8,9,107000
3,8,7,107000
3,8,6,107000
3,8,5,107000
3,7,5,107000
3,8,7,107000
3,9,9,108000
3,8,8,108000
3,7,7,108000
3,8,9,108000
3,8,7,108000
3,8,9,108000
3,7,6,108000
3,10,6,108000
3,8,8,108000
3,6,9,108000
3,9,6,108000
3,8,7,108000
3,4,10,108000
3,7,6,108000
3,7,8,109000
3,9,7,109000
3,10,9,109000
3,6,9,109000
3,9,5,109000
3,7,9,109000
3,10,9,109000
3,10,9,109000
3,10,7,109000
3,7,8,109000
3,9,7,109000
3,9,7,109000
3,7,10,109000
3,4,8,109000
3,7,4,109000
3,8,5,109000
3,10,7,109000
3,10,8,110000
3,9,8,110000
3,10,7,110000
3,8,8,110000
3,10,6,110000
3,5,10,110000
3,6,8,110000
3,3,10,110000
3,6,3,110000
3,8,9,111000
3,7,9,111000
3,2,10,111000
3,9,5,111000
3,10,3,111000
3,10,9,111000
3,7,8,111000
3,6,7,111000
3,8,6,111000
3,7,7,111000
3,6,8,111000
3,10,7,111000
3,9,7,111000
3,7,7,111000
3,9,6,111000
3,9,8,111000
3,10,3,111000
3,10,6,111000
3,3,8,111000
3,10,5,111000
3,10,9,112000
3,7,8,112000
3,9,7,112000
3,7,6,112000
3,5,9,112000
3,9,6,112000
3,7,6,112000
3,10,8,112000
3,3,10,112000
3,8,10,112000
3,9,10,112000
3,9,8,112000
3,8,4,112000
3,7,10,113000
3,5,10,113000
3,8,6,113000
3,4,10,113000
3,7,7,113000
3,5,9,113000
3,9,8,113000
3,8,10,113000
3,8,6,113000
3,8,8,113000
3,10,6,113000
3,8,4,113000
3,10,7,113000
3,9,6,114000
3,8,4,114000
3,9,9,114000
3,5,8,114000
3,7,6,114000
3,6,6,114000
3,9,7,114000
3,10,9,115000
3,4,10,115000
3,4,10,115000
3,8,9,115000
3,7,10,115000
3,9,9,115000
3,9,7,115000
3,7,9,116000
3,9,8,116000
3,10,7,116000
3,10,7,116000
3,9,8,116000
3,10,7,116000
3,8,9,116000
3,9,7,116000
3,4,9,116000
3,9,4,116000
3,5,9,116000
3,7,7,116000
3,10,8,116000
3,7,6,117000
3,10,10,117000
3,5,8,117000
3,3,10,117000
3,8,6,117000
3,5,8,117000
3,7,10,117000
3,9,4,117000
3,10,10,118000
3,6,8,118000
3,8,8,118000
3,9,6,118000
3,5,10,118000
3,10,6,118000
3,8,9,118000
3,7,8,118000
3,10,8,118000
3,3,10,118000
3,9,5,119000
3,9,8,119000
3,10,3,119000
3,7,9,119000
3,10,8,119000
3,8,9,119000
3,9,4,119000
3,7,8,119000
3,8,10,120000
3,4,10,120000
3,8,9,120000
3,7,8,120000
3,7,6,120000
3,9,7,120000
3,10,7,120000
3,7,8,120000
3,5,9,120000
3,8,10,120000
3,6,8,120000
3,8,8,120000
3,7,9,120000
3,8,7,120000
3,8,9,120000
3,9,5,120000
3,7,6,121000
3,8,9,121000
3,10,9,121000
3,9,9,121000
3,6,7,121000
3,7,10,121000
3,9,8,121000
3,9,8,121000
3,8,9,121000
3,7,10,121000
3,8,9,121000
3,8,10,122000
3,8,8,122000
3,9,9,122000
3,8,6,122000
3,10,7,123000
3,8,9,123000
3,9,9,123000
3,6,10,123000
3,8,10,123000
3,7,10,123000
3,9,6,123000
3,6,10,124000
3,7,10,124000
3,10,8,124000
3,8,8,124000
3,4,8,124000
3,8,7,124000
3,8,10,124000
3,9,7,124000
3,9,9,124000
3,6,10,124000
3,9,9,124000
3,8,9,125000
3,7,9,125000
3,7,7,125000
3,9,10,125000
3,9,10,125000
3,6,8,126000
3,5,9,126000
3,9,9,126000
3,8,10,126000
3,10,6,126000
3,9,7,126000
3,9,6,126000
3,8,10,126000
3,10,10,126000
3,7,10,126000
3,10,10,127000
3,10,7,127000
3,8,10,127000
3,7,10,127000
3,10,9,127000
3,9,8,127000
3,5,8,127000
3,9,8,127000
3,7,8,127000
3,8,9,127000
3,9,7,128000
3,8,10,128000
3,10,4,128000
3,7,8,128000
3,7,8,128000
3,10,9,128000
3,8,7,128000
3,8,9,128000
3,10,9,128000
3,9,10,128000
3,10,7,128000
3,9,7,128000
3,8,5,129000
3,6,10,129000
3,9,7,129000
3,10,7,129000
3,9,9,129000
3,9,8,129000
3,10,3,129000
3,6,10,129000
3,9,10,130000
3,9,9,130000
3,5,9,130000
3,10,7,130000
3,8,9,130000
3,7,8,130000
3,8,5,131000
3,10,7,131000
3,10,8,131000
3,6,9,132000
3,9,10,132000
3,9,8,132000
3,9,7,132000
3,10,8,132000
3,4,10,132000
3,10,8,132000
3,10,9,132000
3,10,9,133000
3,7,9,133000
3,7,10,133000
3,10,7,133000
3,9,9,133000
3,7,9,133000
3,8,8,134000
3,9,7,134000
3,8,9,134000
3,5,10,134000
3,8,9,134000
3,6,10,134000
3,8,8,134000
3,9,10,135000
3,10,8,135000
3,10,9,135000
3,8,10,136000
3,7,10,136000
3,10,8,136000
3,10,7,136000
3,8,8,137000
3,10,7,137000
3,8,7,137000
3,9,9,138000
3,10,10,138000
3,9,9,139000
3,8,9,140000
3,6,9,140000
3,8,7,140000
3,7,8,140000
3,10,10,140000
3,9,8,141000
3,9,8,141000
3,8,7,141000
3,8,10,142000
3,10,9,142000
3,8,8,142000
3,9,8,142000
3,6,10,143000
3,9,8,143000
3,10,8,143000
3,9,10,144000
3,10,10,144000
3,10,10,146000
3,5,8,146000
3,7,10,146000
3,9,9,147000
3,9,10,147000
3,8,7,147000
3,9,10,147000
3,9,10,148000
3,10,9,148000
3,8,9,148000
3,10,9,148000
3,9,8,148000
3,9,9,149000
3,9,9,151000
3,8,9,153000
3,10,10,155000
3,9,9,155000
3,9,10,156000
3,10,9,159000
3,10,10,160000
3,10,8,162000
4,3,1,50000
4,2,2,50000
4,3,4,50000
4,4,2,50000
4,2,4,50000
4,2,6,52000
4,5,2,52000
4,2,6,52000
4,1,6,53000
4,1,6,53000
4,2,8,55000
4,6,2,56000
4,5,3,59000
4,7,4,59000
4,7,1,60000
4,1,7,60000
4,5,4,60000
4,1,8,62000
4,3,2,63000
4,3,4,63000
4,8,1,63000
4,4,5,63000
4,1,6,65000
4,2,7,67000
4,1,6,67000
4,4,7,67000
4,5,6,67000
4,6,5,67000
4,7,1,68000
4,3,5,68000
4,3,5,68000
4,6,7,69000
4,5,5,69000
4,6,3,69000
4,5,5,70000
4,4,6,70000
4,6,2,70000
4,5,4,70000
4,6,1,71000
4,7,4,71000
4,8,1,71000
4,4,9,72000
4,5,4,72000
4,9,1,72000
4,6,4,73000
4,4,7,73000
4,7,4,73000
4,3,4,73000
4,6,5,73000
4,4,4,73000
4,9,3,73000
4,4,5,74000
4,8,5,74000
4,9,2,74000
4,4,4,74000
4,5,3,74000
4,7,5,75000
4,4,8,75000
4,2,5,75000
4,3,8,75000
4,1,9,76000
4,3,4,76000
4,5,3,76000
4,3,7,77000
4,4,7,77000
4,9,4,77000
4,4,4,78000
4,4,7,78000
4,3,4,78000
4,6,3,78000
4,5,4,79000
4,3,8,79000
4,8,1,79000
4,4,10,79000
4,8,4,79000
4,3,5,79000
4,1,10,79000
4,8,1,80000
4,6,4,80000
4,5,5,80000
4,8,3,80000
4,8,3,80000
4,7,4,80000
4,4,5,80000
4,4,7,81000
4,8,6,81000
4,8,1,81000
4,9,4,81000
4,5,4,81000
4,8,3,82000
4,6,8,82000
4,6,8,82000
4,10,8,82000
4,4,5,82000
4,4,6,82000
4,3,6,82000
4,3,5,82000
4,6,1,83000
4,6,5,83000
4,8,6,83000
4,3,7,83000
4,1,7,83000
4,2,9,83000
4,9,5,84000
4,5,7,84000
4,9,1,84000
4,4,5,84000
4,5,1,84000
4,3,8,85000
4,9,3,85000
4,7,4,85000
4,1,8,86000
4,6,5,86000
4,3,7,86000
4,6,6,86000
4,8,2,86000
4,6,3,86000
4,7,7,86000
4,8,6,86000
4,3,8,86000
4,2,8,87000
4,7,4,87000
4,7,3,87000
4,3,7,87000
4,9,4,87000
4,4,9,87000
4,5,7,87000
4,7,9,87000
4,5,6,87000
4,5,5,87000
4,7,5,87000
4,10,4,87000
4,7,2,88000
4,4,9,88000
4,4,8,88000
4,4,10,88000
4,9,5,88000
4,4,6,88000
4,3,7,89000
4,7,6,89000
4,9,1,89000
4,3,7,89000
4,2,8,89000
4,7,5,89000
4,8,6,89000
4,5,6,89000
4,6,7,89000
4,6,3,90000
4,5,8,90000
4,7,5,90000
4,9,6,90000
4,3,4,90000
4,5,8,90000
4,6,5,90000
4,3,8,90000
4,8,7,91000
4,7,2,91000
4,7,6,91000
4,7,7,91000
4,8,4,91000
4,9,2,91000
4,9,5,91000
4,7,4,91000
4,5,8,91000
4,5,9,91000
4,9,9,91000
4,10,6,92000
4,1,9,92000
4,4,4,92000
4,5,4,92000
4,6,8,92000
4,5,7,92000
4,10,5,92000
4,8,4,93000
4,9,4,93000
4,7,7,93000
4,7,8,93000
4,4,8,93000
4,6,6,93000
4,7,3,93000
4,3,6,93000
4,5,5,93000
4,5,10,94000
4,6,8,94000
4,5,6,94000
4,8,6,94000
4,5,7,94000
4,5,10,94000
4,2,10,94000
4,10,3,94000
4,7,5,94000
4,7,6,94000
4,6,5,94000
4,7,7,94000
4,7,3,94000
4,6,7,94000
4,6,1,94000
4,4,7,95000
4,2,7,95000
4,8,4,95000
4,8,6,95000
4,8,9,95000
4,4,6,95000
4,8,7,95000
4,6,4,95000
4,5,7,95000
4,9,7,95000
4,9,7,96000
4,7,5,96000
4,8,7,96000
4,3,8,96000
4,4,5,96000
4,6,5,96000
4,8,8,96000
4,7,8,96000
4,8,5,96000
4,5,8,97000
4,3,3,97000
4,8,3,97000
4,9,6,97000
4,5,7,97000
4,9,5,97000
4,7,4,97000
4,7,5,97000
4,8,8,98000
4,7,9,98000
4,6,6,98000
4,5,8,98000
4,3,7,98000
4,10,7,98000
4,6,9,98000
4,6,7,98000
4,5,5,99000
4,8,6,99000
4,7,8,99000
4,1,8,99000
4,5,5,99000
4,7,8,99000
4,7,10,99000
4,9,3,99000
4,5,8,99000
4,10,6,100000
4,9,7,100000
4,8,6,100000
4,4,7,100000
4,9,5,100000
4,10,6,100000
4,8,5,100000
4,5,4,100000
4,6,7,100000
4,8,8,100000
4,9,7,100000
4,7,7,100000
4,4,8,101000
4,8,8,101000
4,10,7,101000
4,9,6,101000
4,6,6,101000
4,4,8,101000
4,4,7,101000
4,8,5,101000
4,4,7,101000
4,3,8,101000
4,7,10,101000
4,7,7,101000
4,8,7,101000
4,5,4,101000
4,6,2,101000
4,5,7,101000
4,3,7,101000
4,4,7,102000
4,9,4,102000
4,9,6,102000
4,5,9,102000
4,9,4,102000
4,8,5,102000
4,5,7,102000
4,4,8,102000
4,4,6,102000
4,8,5,102000
4,8,5,102000
4,6,4,102000
4,5,6,102000
4,4,7,103000
4,9,5,103000
4,7,3,103000
4,4,9,103000
4,10,3,103000
4,7,5,103000
4,6,6,103000
4,8,6,103000
4,3,9,103000
4,9,6,103000
4,7,6,103000
4,7,8,103000
4,6,6,103000
4,6,7,103000
4,7,5,103000
4,8,4,103000
4,5,10,104000
4,6,8,104000
4,8,7,104000
4,7,6,104000
4,7,3,104000
4,5,8,104000
4,8,7,104000
4,7,5,104000
4,9,3,104000
4,7,4,104000
4,2,8,105000
4,4,9,105000
4,3,8,105000
4,6,10,105000
4,9,6,105000
4,9,8,105000
4,10,6,105000
4,4,8,105000
4,7,8,105000
4,4,7,105000
4,6,10,106000
4,7,7,106000
4,10,5,106000
4,3,9,106000
4,9,4,106000
4,8,3,106000
4,6,8,106000
4,8,8,106000
4,9,5,106000
4,4,7,106000
4,7,10,107000
4,10,3,107000
4,5,8,107000
4,5,9,107000
4,10,1,107000
4,6,7,107000
4,5,6,107000
4,7,7,107000
4,9,5,107000
4,4,8,107000
4,9,9,107000
4,6,9,107000
4,4,10,107000
4,3,8,107000
4,8,8,107000
4,8,5,107000
4,5,10,107000
4,8,4,107000
4,7,9,108000
4,10,5,108000
4,6,6,108000
4,5,8,108000
4,7,6,108000
4,9,3,108000
4,8,7,108000
4,6,7,108000
4,10,5,108000
4,6,10,108000
4,5,5,108000
4,10,7,108000
4,7,6,108000
4,7,6,108000
4,9,5,109000
4,9,5,109000
4,9,4,109000
4,6,6,109000
4,9,6,109000
4,5,8,109000
4,10,3,109000
4,8,7,109000
4,5,6,109000
4,8,7,109000
4,10,7,109000
4,8,4,109000
4,5,8,109000
4,10,8,110000
4,7,6,110000
4,8,6,110000
4,9,4,110000
4,5,7,110000
4,7,7,110000
4,8,7,110000
4,10,6,110000
4,9,8,110000
4,9,7,110000
4,9,7,111000
4,8,5,111000
4,4,4,111000
4,9,9,111000
4,7,6,111000
4,5,8,111000
4,5,6,111000
4,6,8,111000
4,5,8,111000
4,8,2,111000
4,8,6,111000
4,8,5,111000
4,8,8,111000
4,7,6,111000
4,8,5,111000
4,10,5,111000
4,6,7,112000
4,7,5,112000
4,9,5,112000
4,7,10,112000
4,8,8,112000
4,6,3,112000
4,6,6,112000
4,6,6,112000
4,8,7,112000
4,9,8,112000
4,5,10,112000
4,2,10,112000
4,8,6,113000
4,6,7,113000
4,4,7,113000
4,7,8,113000
4,6,6,113000
4,7,8,113000
4,10,7,113000
4,6,8,113000
4,9,7,113000
4,7,8,113000
4,4,6,113000
4,9,8,113000
4,10,5,113000
4,5,10,113000
4,9,6,113000
4,7,9,114000
4,9,6,114000
4,10,8,114000
4,6,9,114000
4,7,7,114000
4,4,6,114000
4,8,6,114000
4,7,4,114000
4,4,9,114000
4,9,5,114000
4,5,8,114000
4,8,7,114000
4,10,7,114000
4,9,9,115000
4,9,5,115000
4,5,9,115000
4,9,10,115000
4,5,9,115000
4,9,4,115000
4,8,7,115000
4,8,6,115000
4,10,8,115000
4,1,9,115000
4,9,9,115000
4,8,9,115000
4,6,9,115000
4,10,4,115000
4,7,4,115000
4,7,6,116000
4,8,7,116000
4,7,10,116000
4,9,9,116000
4,7,5,116000
4,9,5,116000
4,8,8,116000
4,7,6,116000
4,9,3,116000
4,8,9,117000
4,6,8,117000
4,10,5,117000
4,10,7,117000
4,8,8,117000
4,5,9,117000
4,7,8,117000
4,6,8,117000
4,9,5,117000
4,8,8,117000
4,7,8,117000
4,2,8,117000
4,5,10,118000
4,3,10,118000
4,6,8,118000
4,10,7,118000
4,6,9,118000
4,6,9,118000
4,10,9,118000
4,8,9,118000
4,5,8,118000
4,6,8,118000
4,9,6,118000
4,8,5,118000
4,8,4,118000
4,6,2,118000
4,5,10,118000
4,10,7,119000
4,10,7,119000
4,5,9,119000
4,5,8,119000
4,10,4,119000
4,10,5,119000
4,6,7,119000
4,6,9,120000
4,7,9,120000
4,9,8,120000
4,7,10,120000
4,8,8,120000
4,7,7,120000
4,10,6,120000
4,5,6,120000
4,7,6,120000
4,8,6,120000
4,7,7,120000
4,5,6,120000
4,6,7,120000
4,8,7,120000
4,9,6,121000
4,6,5,121000
4,9,7,121000
4,10,8,121000
4,8,7,121000
4,10,7,121000
4,7,8,121000
4,10,7,121000
4,8,8,121000
4,10,5,121000
4,7,9,121000
4,7,8,122000
4,8,10,122000
4,10,1,122000
4,7,8,122000
4,7,10,122000
4,7,7,122000
4,8,8,122000
4,7,10,122000
4,9,6,122000
4,8,6,122000
4,7,4,122000
4,6,8,122000
4,8,8,122000
4,3,9,122000
4,9,8,122000
4,9,9,123000
4,7,7,123000
4,9,8,123000
4,6,9,123000
4,9,6,123000
4,7,6,123000
4,8,8,123000
4,5,8,123000
4,6,10,124000
4,7,8,124000
4,8,8,124000
4,7,8,124000
4,10,6,124000
4,6,8,124000
4,7,8,124000
4,7,7,124000
4,8,9,124000
4,8,7,124000
4,9,5,124000
4,8,4,124000
4,8,8,124000
4,9,10,125000
4,10,8,125000
4,9,9,125000
4,9,10,125000
4,10,8,125000
4,9,7,125000
4,10,7,125000
4,9,6,125000
4,7,9,125000
4,8,6,125000
4,7,9,125000
4,10,6,126000
4,4,10,126000
4,9,10,126000
4,8,7,126000
4,5,9,126000
4,4,10,126000
4,6,9,126000
4,7,7,126000
4,9,3,126000
4,5,7,126000
4,7,7,126000
4,10,5,127000
4,7,7,127000
4,9,9,127000
4,10,6,127000
4,8,10,127000
4,8,9,127000
4,10,9,127000
4,9,7,127000
4,9,7,127000
4,10,9,127000
4,6,10,127000
4,8,4,127000
4,10,5,127000
4,8,6,128000
4,9,5,128000
4,10,7,128000
4,5,9,128000
4,8,8,129000
4,8,7,129000
4,7,10,129000
4,7,10,129000
4,4,8,129000
4,9,7,129000
4,9,5,129000
4,8,8,129000
4,9,7,129000
4,6,8,129000
4,10,8,129000
4,9,9,130000
4,9,7,130000
4,8,8,130000
4,8,10,130000
4,9,6,130000
4,8,8,130000
4,7,10,130000
4,5,10,130000
4,9,8,130000
4,3,6,130000
4,8,9,130000
4,9,8,130000
4,6,10,130000
4,10,8,130000
4,7,8,130000
4,5,8,130000
4,9,8,130000
4,10,6,130000
4,9,6,130000
4,9,8,131000
4,6,9,131000
4,8,9,131000
4,1,10,131000
4,8,9,131000
4,10,8,131000
4,8,8,131000
4,7,9,132000
4,6,7,132000
4,7,10,132000
4,10,8,132000
4,9,9,132000
4,8,8,132000
4,9,8,132000
4,10,6,132000
4,7,10,133000
4,5,8,133000
4,8,7,133000
4,9,8,133000
4,9,7,133000
4,7,6,133000
4,8,9,134000
4,9,6,134000
4,8,10,134000
4,5,7,134000
4,7,8,134000
4,6,10,134000
4,10,8,134000
4,10,6,135000
4,7,7,135000
4,7,8,135000
4,10,5,135000
4,9,6,135000
4,10,7,136000
4,5,10,136000
4,6,10,136000
4,7,10,136000
4,8,10,136000
4,7,8,136000
4,6,9,136000
4,10,9,136000
